age,gender,city_tier,urban_rural,education,income_band,occupation,weight,agent_i,scenario,price,sample_no,intent_idx
18-24,male,tier1,urban,bachelor,20-40k,service,1.1083974201017748,12,audience,299.0,1,1
18-24,male,tier1,urban,bachelor,20-40k,service,1.1083974201017748,12,audience,299.0,2,2
18-24,female,tier1,urban,bachelor,<5k,blue_collar,1.0943570374178777,13,audience,299.0,0,2
18-24,female,tier1,urban,bachelor,<5k,blue_collar,1.0943570374178777,13,audience,299.0,1,1
18-24,female,tier1,urban,bachelor,<5k,blue_collar,1.0943570374178777,13,audience,299.0,2,0
45-54,female,tier3plus,rural,highschool_below,<5k,retired,1.021834191428829,14,audience,299.0,0,3
45-54,female,tier3plus,rural,highschool_below,<5k,retired,1.021834191428829,14,audience,299.0,1,3
45-54,female,tier3plus,rural,highschool_below,<5k,retired,1.021834191428829,14,audience,299.0,2,2
25-34,male,tier3plus,urban,highschool_below,<5k,service,1.0069159562573038,15,audience,299.0,0,3
25-34,male,tier3plus,urban,highschool_below,<5k,service,1.0069159562573038,15,audience,299.0,1,1
25-34,male,tier3plus,urban,highschool_below,<5k,service,1.0069159562573038,15,audience,299.0,2,2
35-44,male,tier2,urban,highschool_below,<5k,blue_collar,0.9975440742425168,16,audience,299.0,0,3
35-44,male,tier2,urban,highschool_below,<5k,blue_collar,0.9975440742425168,16,audience,299.0,1,3
35-44,male,tier2,urban,highschool_below,<5k,blue_collar,0.9975440742425168,16,audience,299.0,2,3
45-54,male,tier2,urban,highschool_below,<5k,white_collar,0.9810028266702328,17,audience,299.0,0,2
45-54,male,tier2,urban,highschool_below,<5k,white_collar,0.9810028266702328,17,audience,299.0,1,3
45-54,male,tier2,urban,highschool_below,<5k,white_collar,0.9810028266702328,17,audience,299.0,2,2
35-44,female,tier3plus,urban,highschool_below,<5k,service,0.9970126045208626,18,audience,299.0,0,2
35-44,female,tier3plus,urban,highschool_below,<5k,service,0.9970126045208626,18,audience,299.0,1,3
35-44,female,tier3plus,urban,highschool_below,<5k,service,0.9970126045208626,18,audience,299.0,2,2
25-34,male,tier3plus,rural,highschool_below,<5k,service,0.9857784113726832,19,audience,299.0,0,3
25-34,male,tier3plus,rural,highschool_below,<5k,service,0.9857784113726832,19,audience,299.0,1,2
25-34,male,tier3plus,rural,highschool_below,<5k,service,0.9857784113726832,19,audience,299.0,2,2
65+,male,tier3plus,rural,highschool_below,<5k,retired,0.9912752689019934,20,audience,299.0,0,3
65+,male,tier3plus,rural,highschool_below,<5k,retired,0.9912752689019934,20,audience,299.0,1,2
65+,male,tier3plus,rural,highschool_below,<5k,retired,0.9912752689019934,20,audience,299.0,2,2
65+,male,tier3plus,urban,highschool_below,5-10k,retired,1.0561566813205931,21,audience,299.0,0,3
65+,male,tier3plus,urban,highschool_below,5-10k,retired,1.0561566813205931,21,audience,299.0,1,2
65+,male,tier3plus,urban,highschool_below,5-10k,retired,1.0561566813205931,21,audience,299.0,2,2
65+,female,tier2,urban,highschool_below,5-10k,retired,1.0077360539372833,22,audience,299.0,0,1
65+,female,tier2,urban,highschool_below,5-10k,retired,1.0077360539372833,22,audience,299.0,1,3
65+,female,tier2,urban,highschool_below,5-10k,retired,1.0077360539372833,22,audience,299.0,2,3
25-34,male,tier3plus,urban,highschool_below,<5k,white_collar,0.995100657150177,23,audience,299.0,0,3
25-34,male,tier3plus,urban,highschool_below,<5k,white_collar,0.995100657150177,23,audience,299.0,1,0
25-34,male,tier3plus,urban,highschool_below,<5k,white_collar,0.995100657150177,23,audience,299.0,2,3
45-54,female,tier3plus,urban,highschool_below,<5k,service,1.0092928819443177,24,audience,299.0,0,2
45-54,female,tier3plus,urban,highschool_below,<5k,service,1.0092928819443177,24,audience,299.0,1,2
45-54,female,tier3plus,urban,highschool_below,<5k,service,1.0092928819443177,24,audience,299.0,2,3
35-44,male,tier3plus,rural,highschool_below,<5k,student,1.1742209616048778,25,audience,299.0,0,2
35-44,male,tier3plus,rural,highschool_below,<5k,student,1.1742209616048778,25,audience,299.0,1,2
35-44,male,tier3plus,rural,highschool_below,<5k,student,1.1742209616048778,25,audience,299.0,2,3
35-44,male,tier3plus,urban,highschool_below,<5k,service,1.01223431297847,26,audience,299.0,0,0
35-44,male,tier3plus,urban,highschool_below,<5k,service,1.01223431297847,26,audience,299.0,1,1
35-44,male,tier3plus,urban,highschool_below,<5k,service,1.01223431297847,26,audience,299.0,2,3
65+,male,tier3plus,urban,college,<5k,retired,0.9522848022037728,27,audience,299.0,0,2
65+,male,tier3plus,urban,college,<5k,retired,0.9522848022037728,27,audience,299.0,1,0
65+,male,tier3plus,urban,college,<5k,retired,0.9522848022037728,27,audience,299.0,2,3
45-54,female,tier3plus,rural,college,<5k,blue_collar,0.9453968220584456,28,audience,299.0,0,3
45-54,female,tier3plus,rural,college,<5k,blue_collar,0.9453968220584456,28,audience,299.0,1,2
45-54,female,tier3plus,rural,college,<5k,blue_collar,0.9453968220584456,28,audience,299.0,2,2
45-54,female,tier1,urban,highschool_below,<5k,blue_collar,1.0525363080776156,29,audience,299.0,0,2
45-54,female,tier1,urban,highschool_below,<5k,blue_collar,1.0525363080776156,29,audience,299.0,1,2
45-54,female,tier1,urban,highschool_below,<5k,blue_collar,1.0525363080776156,29,audience,299.0,2,1
25-34,male,tier3plus,urban,college,<5k,service,0.947004156101464,30,audience,299.0,0,2
25-34,male,tier3plus,urban,college,<5k,service,0.947004156101464,30,audience,299.0,1,2
25-34,male,tier3plus,urban,college,<5k,service,0.947004156101464,30,audience,299.0,2,3
35-44,female,tier3plus,rural,highschool_below,<5k,blue_collar,0.9929763720828588,31,audience,299.0,0,3
35-44,female,tier3plus,rural,highschool_below,<5k,blue_collar,0.9929763720828588,31,audience,299.0,1,1
35-44,female,tier3plus,rural,highschool_below,<5k,blue_collar,0.9929763720828588,31,audience,299.0,2,0
45-54,female,tier2,rural,college,40k+,blue_collar,0.8176612983702203,32,audience,299.0,0,0
45-54,female,tier2,rural,college,40k+,blue_collar,0.8176612983702203,32,audience,299.0,1,2
45-54,female,tier2,rural,college,40k+,blue_collar,0.8176612983702203,32,audience,299.0,2,3
65+,male,tier3plus,urban,highschool_below,5-10k,retired,1.0561566813205931,33,audience,299.0,0,3
65+,male,tier3plus,urban,highschool_below,5-10k,retired,1.0561566813205931,33,audience,299.0,1,2
65+,male,tier3plus,urban,highschool_below,5-10k,retired,1.0561566813205931,33,audience,299.0,2,2
45-54,female,tier2,rural,bachelor,10-20k,professional,0.8563827772551157,34,audience,299.0,0,0
45-54,female,tier2,rural,bachelor,10-20k,professional,0.8563827772551157,34,audience,299.0,1,1
45-54,female,tier2,rural,bachelor,10-20k,professional,0.8563827772551157,34,audience,299.0,2,1
45-54,male,tier3plus,rural,highschool_below,<5k,blue_collar,1.0205537488407723,35,audience,299.0,0,2
45-54,male,tier3plus,rural,highschool_below,<5k,blue_collar,1.0205537488407723,35,audience,299.0,1,2
45-54,male,tier3plus,rural,highschool_below,<5k,blue_collar,1.0205537488407723,35,audience,299.0,2,3
55-64,male,tier1,urban,bachelor,<5k,professional,1.0019123582103626,36,audience,299.0,0,1
55-64,male,tier1,urban,bachelor,<5k,professional,1.0019123582103626,36,audience,299.0,1,3
55-64,male,tier1,urban,bachelor,<5k,professional,1.0019123582103626,36,audience,299.0,2,1
65+,male,tier3plus,rural,highschool_below,<5k,retired,0.9912752689019934,37,audience,299.0,0,3
65+,male,tier3plus,rural,highschool_below,<5k,retired,0.9912752689019934,37,audience,299.0,1,2
65+,male,tier3plus,rural,highschool_below,<5k,retired,0.9912752689019934,37,audience,299.0,2,3
18-24,male,tier1,urban,bachelor,<5k,student,1.2941062939095371,38,audience,299.0,0,0
18-24,male,tier1,urban,bachelor,<5k,student,1.2941062939095371,38,audience,299.0,1,0
18-24,male,tier1,urban,bachelor,<5k,student,1.2941062939095371,38,audience,299.0,2,1
18-24,male,tier3plus,rural,highschool_below,<5k,blue_collar,0.998870091965118,39,audience,299.0,0,1
18-24,male,tier3plus,rural,highschool_below,<5k,blue_collar,0.998870091965118,39,audience,299.0,1,2
18-24,male,tier3plus,rural,highschool_below,<5k,blue_collar,0.998870091965118,39,audience,299.0,2,0
55-64,female,tier2,urban,highschool_below,<5k,service,0.9405838647848116,40,audience,299.0,0,0
55-64,female,tier2,urban,highschool_below,<5k,service,0.9405838647848116,40,audience,299.0,1,0
55-64,female,tier2,urban,highschool_below,<5k,service,0.9405838647848116,40,audience,299.0,2,2
45-54,female,tier2,urban,highschool_below,<5k,blue_collar,0.9946453312733344,41,audience,299.0,0,3
45-54,female,tier2,urban,highschool_below,<5k,blue_collar,0.9946453312733344,41,audience,299.0,1,2
45-54,female,tier2,urban,highschool_below,<5k,blue_collar,0.9946453312733344,41,audience,299.0,2,3
35-44,male,tier3plus,rural,highschool_below,<5k,service,0.9909851232210004,42,audience,299.0,0,1
35-44,male,tier3plus,rural,highschool_below,<5k,service,0.9909851232210004,42,audience,299.0,1,3
35-44,male,tier3plus,rural,highschool_below,<5k,service,0.9909851232210004,42,audience,299.0,2,3
55-64,female,tier3plus,rural,highschool_below,10-20k,blue_collar,0.8726091347656394,43,audience,299.0,0,1
55-64,female,tier3plus,rural,highschool_below,10-20k,blue_collar,0.8726091347656394,43,audience,299.0,1,2
55-64,female,tier3plus,rural,highschool_below,10-20k,blue_collar,0.8726091347656394,43,audience,299.0,2,3
35-44,male,tier3plus,urban,highschool_below,<5k,service,1.01223431297847,44,audience,299.0,0,2
35-44,male,tier3plus,urban,highschool_below,<5k,service,1.01223431297847,44,audience,299.0,1,1
35-44,male,tier3plus,urban,highschool_below,<5k,service,1.01223431297847,44,audience,299.0,2,1
25-34,male,tier3plus,urban,highschool_below,5-10k,service,1.0503000409019538,45,audience,299.0,0,2
25-34,male,tier3plus,urban,highschool_below,5-10k,service,1.0503000409019538,45,audience,299.0,1,0
25-34,male,tier3plus,urban,highschool_below,5-10k,service,1.0503000409019538,45,audience,299.0,2,3
25-34,male,tier3plus,rural,highschool_below,<5k,blue_collar,1.0028396318191175,46,audience,299.0,0,2
25-34,male,tier3plus,rural,highschool_below,<5k,blue_collar,1.0028396318191175,46,audience,299.0,1,2
25-34,male,tier3plus,rural,highschool_below,<5k,blue_collar,1.0028396318191175,46,audience,299.0,2,2
35-44,male,tier3plus,rural,highschool_below,<5k,blue_collar,1.0081364580964176,47,audience,299.0,0,3
35-44,male,tier3plus,rural,highschool_below,<5k,blue_collar,1.0081364580964176,47,audience,299.0,1,3
35-44,male,tier3plus,rural,highschool_below,<5k,blue_collar,1.0081364580964176,47,audience,299.0,2,3
35-44,female,tier1,urban,highschool_below,<5k,service,1.0220410479503432,48,audience,299.0,0,2
35-44,female,tier1,urban,highschool_below,<5k,service,1.0220410479503432,48,audience,299.0,1,2
35-44,female,tier1,urban,highschool_below,<5k,service,1.0220410479503432,48,audience,299.0,2,3
45-54,female,tier1,urban,highschool_below,<5k,service,1.0346296025484258,49,audience,299.0,0,3
45-54,female,tier1,urban,highschool_below,<5k,service,1.0346296025484258,49,audience,299.0,1,1
45-54,female,tier1,urban,highschool_below,<5k,service,1.0346296025484258,49,audience,299.0,2,1
25-34,male,tier3plus,rural,highschool_below,5-10k,blue_collar,1.0460480835289945,50,audience,299.0,0,1
25-34,male,tier3plus,rural,highschool_below,5-10k,blue_collar,1.0460480835289945,50,audience,299.0,1,2
25-34,male,tier3plus,rural,highschool_below,5-10k,blue_collar,1.0460480835289945,50,audience,299.0,2,3
18-24,male,tier3plus,rural,highschool_below,<5k,blue_collar,0.998870091965118,51,audience,299.0,0,2
18-24,male,tier3plus,rural,highschool_below,<5k,blue_collar,0.998870091965118,51,audience,299.0,1,3
18-24,male,tier3plus,rural,highschool_below,<5k,blue_collar,0.998870091965118,51,audience,299.0,2,3
55-64,female,tier1,urban,highschool_below,<5k,service,0.9953283219161118,52,audience,299.0,0,1
55-64,female,tier1,urban,highschool_below,<5k,service,0.9953283219161118,52,audience,299.0,1,2
55-64,female,tier1,urban,highschool_below,<5k,service,0.9953283219161118,52,audience,299.0,2,1
35-44,female,tier3plus,urban,highschool_below,5-10k,service,1.0399699923321506,53,audience,299.0,0,3
35-44,female,tier3plus,urban,highschool_below,5-10k,service,1.0399699923321506,53,audience,299.0,1,0
35-44,female,tier3plus,urban,highschool_below,5-10k,service,1.0399699923321506,53,audience,299.0,2,3
65+,male,tier3plus,urban,highschool_below,<5k,white_collar,0.9676200107549526,54,audience,299.0,0,2
65+,male,tier3plus,urban,highschool_below,<5k,white_collar,0.9676200107549526,54,audience,299.0,1,2
65+,male,tier3plus,urban,highschool_below,<5k,white_collar,0.9676200107549526,54,audience,299.0,2,3
35-44,male,tier1,urban,college,<5k,service,0.975904693695226,55,audience,299.0,0,1
35-44,male,tier1,urban,college,<5k,service,0.975904693695226,55,audience,299.0,1,2
35-44,male,tier1,urban,college,<5k,service,0.975904693695226,55,audience,299.0,2,3
45-54,male,tier3plus,rural,highschool_below,<5k,blue_collar,1.0205537488407723,56,audience,299.0,0,2
45-54,male,tier3plus,rural,highschool_below,<5k,blue_collar,1.0205537488407723,56,audience,299.0,1,0
45-54,male,tier3plus,rural,highschool_below,<5k,blue_collar,1.0205537488407723,56,audience,299.0,2,2
45-54,male,tier1,urban,highschool_below,<5k,professional,0.9803913031523618,57,audience,299.0,0,1
45-54,male,tier1,urban,highschool_below,<5k,professional,0.9803913031523618,57,audience,299.0,1,1
45-54,male,tier1,urban,highschool_below,<5k,professional,0.9803913031523618,57,audience,299.0,2,3
65+,female,tier3plus,urban,college,<5k,retired,0.9379645984308896,58,audience,299.0,0,2
65+,female,tier3plus,urban,college,<5k,retired,0.9379645984308896,58,audience,299.0,1,2
65+,female,tier3plus,urban,college,<5k,retired,0.9379645984308896,58,audience,299.0,2,1
65+,female,tier1,urban,highschool_below,<5k,retired,1.0223402863434443,59,audience,299.0,0,3
65+,female,tier1,urban,highschool_below,<5k,retired,1.0223402863434443,59,audience,299.0,1,3
65+,female,tier1,urban,highschool_below,<5k,retired,1.0223402863434443,59,audience,299.0,2,2
65+,female,tier3plus,rural,highschool_below,<5k,retired,0.9763687369350385,60,audience,299.0,0,2
65+,female,tier3plus,rural,highschool_below,<5k,retired,0.9763687369350385,60,audience,299.0,1,2
65+,female,tier3plus,rural,highschool_below,<5k,retired,0.9763687369350385,60,audience,299.0,2,2
18-24,female,tier1,urban,highschool_below,<5k,blue_collar,1.0301731192897203,61,audience,299.0,0,2
18-24,female,tier1,urban,highschool_below,<5k,blue_collar,1.0301731192897203,61,audience,299.0,1,3
18-24,female,tier1,urban,highschool_below,<5k,blue_collar,1.0301731192897203,61,audience,299.0,2,0
45-54,male,tier1,rural,bachelor,<5k,white_collar,1.0796276479821816,62,audience,299.0,0,3
45-54,male,tier1,rural,bachelor,<5k,white_collar,1.0796276479821816,62,audience,299.0,1,3
45-54,male,tier1,rural,bachelor,<5k,white_collar,1.0796276479821816,62,audience,299.0,2,0
35-44,male,tier3plus,rural,highschool_below,<5k,service,0.9909851232210004,63,audience,299.0,0,1
35-44,male,tier3plus,rural,highschool_below,<5k,service,0.9909851232210004,63,audience,299.0,1,3
35-44,male,tier3plus,rural,highschool_below,<5k,service,0.9909851232210004,63,audience,299.0,2,2
35-44,male,tier3plus,urban,highschool_below,<5k,blue_collar,1.0297534152005627,64,audience,299.0,0,2
35-44,male,tier3plus,urban,highschool_below,<5k,blue_collar,1.0297534152005627,64,audience,299.0,1,1
35-44,male,tier3plus,urban,highschool_below,<5k,blue_collar,1.0297534152005627,64,audience,299.0,2,2
55-64,male,tier3plus,rural,highschool_below,<5k,service,0.965084094926991,65,audience,299.0,0,2
55-64,male,tier3plus,rural,highschool_below,<5k,service,0.965084094926991,65,audience,299.0,1,3
55-64,male,tier3plus,rural,highschool_below,<5k,service,0.965084094926991,65,audience,299.0,2,1
55-64,female,tier3plus,urban,highschool_below,<5k,service,0.9709540380761484,66,audience,299.0,0,1
55-64,female,tier3plus,urban,highschool_below,<5k,service,0.9709540380761484,66,audience,299.0,1,3
55-64,female,tier3plus,urban,highschool_below,<5k,service,0.9709540380761484,66,audience,299.0,2,2
45-54,male,tier1,urban,highschool_below,<5k,blue_collar,1.0686057145725365,67,audience,299.0,0,2
45-54,male,tier1,urban,highschool_below,<5k,blue_collar,1.0686057145725365,67,audience,299.0,1,2
45-54,male,tier1,urban,highschool_below,<5k,blue_collar,1.0686057145725365,67,audience,299.0,2,2
65+,female,tier3plus,urban,highschool_below,<5k,retired,0.9973045149585876,68,audience,299.0,0,2
65+,female,tier3plus,urban,highschool_below,<5k,retired,0.9973045149585876,68,audience,299.0,1,0
65+,female,tier3plus,urban,highschool_below,<5k,retired,0.9973045149585876,68,audience,299.0,2,2
45-54,female,tier2,urban,highschool_below,<5k,blue_collar,0.9946453312733344,69,audience,299.0,0,1
45-54,female,tier2,urban,highschool_below,<5k,blue_collar,0.9946453312733344,69,audience,299.0,1,1
45-54,female,tier2,urban,highschool_below,<5k,blue_collar,0.9946453312733344,69,audience,299.0,2,2
25-34,male,tier1,urban,highschool_below,<5k,blue_collar,1.0500575423675436,70,audience,299.0,0,3
25-34,male,tier1,urban,highschool_below,<5k,blue_collar,1.0500575423675436,70,audience,299.0,1,1
25-34,male,tier1,urban,highschool_below,<5k,blue_collar,1.0500575423675436,70,audience,299.0,2,3
65+,male,tier3plus,rural,highschool_below,<5k,blue_collar,0.9751452663143612,71,audience,299.0,0,3
65+,male,tier3plus,rural,highschool_below,<5k,blue_collar,0.9751452663143612,71,audience,299.0,1,2
65+,male,tier3plus,rural,highschool_below,<5k,blue_collar,0.9751452663143612,71,audience,299.0,2,2
18-24,male,tier3plus,rural,highschool_below,<5k,service,0.9818764049431428,72,audience,299.0,0,2
18-24,male,tier3plus,rural,highschool_below,<5k,service,0.9818764049431428,72,audience,299.0,1,3
18-24,male,tier3plus,rural,highschool_below,<5k,service,0.9818764049431428,72,audience,299.0,2,0
25-34,female,tier3plus,rural,highschool_below,<5k,blue_collar,0.9877591980602868,73,audience,299.0,0,1
25-34,female,tier3plus,rural,highschool_below,<5k,blue_collar,0.9877591980602868,73,audience,299.0,1,3
25-34,female,tier3plus,rural,highschool_below,<5k,blue_collar,0.9877591980602868,73,audience,299.0,2,1
55-64,female,tier1,rural,highschool_below,5-10k,blue_collar,1.034010114898232,74,audience,299.0,0,1
55-64,female,tier1,rural,highschool_below,5-10k,blue_collar,1.034010114898232,74,audience,299.0,1,2
55-64,female,tier1,rural,highschool_below,5-10k,blue_collar,1.034010114898232,74,audience,299.0,2,0
35-44,female,tier3plus,urban,highschool_below,<5k,service,0.9970126045208626,75,audience,299.0,0,1
35-44,female,tier3plus,urban,highschool_below,<5k,service,0.9970126045208626,75,audience,299.0,1,2
35-44,female,tier3plus,urban,highschool_below,<5k,service,0.9970126045208626,75,audience,299.0,2,3
45-54,female,tier3plus,urban,highschool_below,<5k,white_collar,0.9974496916435182,76,audience,299.0,0,2
45-54,female,tier3plus,urban,highschool_below,<5k,white_collar,0.9974496916435182,76,audience,299.0,1,3
45-54,female,tier3plus,urban,highschool_below,<5k,white_collar,0.9974496916435182,76,audience,299.0,2,2
35-44,female,tier3plus,rural,highschool_below,<5k,blue_collar,0.9929763720828588,77,audience,299.0,0,1
35-44,female,tier3plus,rural,highschool_below,<5k,blue_collar,0.9929763720828588,77,audience,299.0,1,2
35-44,female,tier3plus,rural,highschool_below,<5k,blue_collar,0.9929763720828588,77,audience,299.0,2,3
55-64,male,tier1,urban,highschool_below,<5k,blue_collar,1.0280138225850404,78,audience,299.0,0,1
55-64,male,tier1,urban,highschool_below,<5k,blue_collar,1.0280138225850404,78,audience,299.0,1,1
55-64,male,tier1,urban,highschool_below,<5k,blue_collar,1.0280138225850404,78,audience,299.0,2,2
65+,female,tier3plus,urban,highschool_below,<5k,retired,0.9973045149585876,79,audience,299.0,0,2
65+,female,tier3plus,urban,highschool_below,<5k,retired,0.9973045149585876,79,audience,299.0,1,3
65+,female,tier3plus,urban,highschool_below,<5k,retired,0.9973045149585876,79,audience,299.0,2,3
25-34,female,tier3plus,rural,highschool_below,<5k,blue_collar,0.9877591980602868,80,audience,299.0,0,2
25-34,female,tier3plus,rural,highschool_below,<5k,blue_collar,0.9877591980602868,80,audience,299.0,1,3
25-34,female,tier3plus,rural,highschool_below,<5k,blue_collar,0.9877591980602868,80,audience,299.0,2,0
35-44,female,tier3plus,rural,highschool_below,5-10k,blue_collar,1.035759854367425,81,audience,299.0,0,2
35-44,female,tier3plus,rural,highschool_below,5-10k,blue_collar,1.035759854367425,81,audience,299.0,1,3
35-44,female,tier3plus,rural,highschool_below,5-10k,blue_collar,1.035759854367425,81,audience,299.0,2,0
35-44,female,tier3plus,urban,highschool_below,<5k,blue_collar,1.0142682591764738,82,audience,299.0,0,3
35-44,female,tier3plus,urban,highschool_below,<5k,blue_collar,1.0142682591764738,82,audience,299.0,1,2
35-44,female,tier3plus,urban,highschool_below,<5k,blue_collar,1.0142682591764738,82,audience,299.0,2,1
25-34,male,tier1,urban,highschool_below,<5k,blue_collar,1.0500575423675436,83,audience,299.0,0,3
25-34,male,tier1,urban,highschool_below,<5k,blue_collar,1.0500575423675436,83,audience,299.0,1,0
25-34,male,tier1,urban,highschool_below,<5k,blue_collar,1.0500575423675436,83,audience,299.0,2,2
65+,male,tier3plus,rural,highschool_below,<5k,retired,0.9912752689019934,84,audience,299.0,0,3
65+,male,tier3plus,rural,highschool_below,<5k,retired,0.9912752689019934,84,audience,299.0,1,2
65+,male,tier3plus,rural,highschool_below,<5k,retired,0.9912752689019934,84,audience,299.0,2,2
65+,male,tier1,urban,highschool_below,5-10k,retired,1.0826698443751377,85,audience,299.0,0,2
65+,male,tier1,urban,highschool_below,5-10k,retired,1.0826698443751377,85,audience,299.0,1,2
65+,male,tier1,urban,highschool_below,5-10k,retired,1.0826698443751377,85,audience,299.0,2,2
25-34,male,tier3plus,rural,highschool_below,<5k,blue_collar,1.0028396318191175,86,audience,299.0,0,1
25-34,male,tier3plus,rural,highschool_below,<5k,blue_collar,1.0028396318191175,86,audience,299.0,1,2
25-34,male,tier3plus,rural,highschool_below,<5k,blue_collar,1.0028396318191175,86,audience,299.0,2,1
35-44,male,tier3plus,urban,highschool_below,<5k,service,1.01223431297847,87,audience,299.0,0,3
35-44,male,tier3plus,urban,highschool_below,<5k,service,1.01223431297847,87,audience,299.0,1,3
35-44,male,tier3plus,urban,highschool_below,<5k,service,1.01223431297847,87,audience,299.0,2,3
45-54,male,tier3plus,urban,college,<5k,service,0.9637319976315656,88,audience,299.0,0,1
45-54,male,tier3plus,urban,college,<5k,service,0.9637319976315656,88,audience,299.0,1,2
45-54,male,tier3plus,urban,college,<5k,service,0.9637319976315656,88,audience,299.0,2,3
35-44,female,tier3plus,rural,highschool_below,<5k,student,1.156563341315593,89,audience,299.0,0,2
35-44,female,tier3plus,rural,highschool_below,<5k,student,1.156563341315593,89,audience,299.0,1,1
35-44,female,tier3plus,rural,highschool_below,<5k,student,1.156563341315593,89,audience,299.0,2,2
65+,male,tier3plus,rural,college,5-10k,retired,0.9724630137274908,90,audience,299.0,0,2
65+,male,tier3plus,rural,college,5-10k,retired,0.9724630137274908,90,audience,299.0,1,2
65+,male,tier3plus,rural,college,5-10k,retired,0.9724630137274908,90,audience,299.0,2,3
45-54,female,tier2,urban,college,<5k,blue_collar,0.9354636369691856,91,audience,299.0,0,1
45-54,female,tier2,urban,college,<5k,blue_collar,0.9354636369691856,91,audience,299.0,1,3
45-54,female,tier2,urban,college,<5k,blue_collar,0.9354636369691856,91,audience,299.0,2,1
55-64,male,tier3plus,rural,highschool_below,<5k,white_collar,0.9537596569992448,92,audience,299.0,0,2
55-64,male,tier3plus,rural,highschool_below,<5k,white_collar,0.9537596569992448,92,audience,299.0,1,2
55-64,male,tier3plus,rural,highschool_below,<5k,white_collar,0.9537596569992448,92,audience,299.0,2,2
65+,female,tier3plus,rural,college,<5k,retired,0.918274505453107,93,audience,299.0,0,3
