age,gender,city_tier,urban_rural,education,income_band,occupation,weight,agent_i,scenario,price,sample_no,intent_idx
35-44,female,tier1,urban,highschool_below,5-10k,blue_collar,1.0845277875457926,71,audience,499.0,0,1
35-44,female,tier1,urban,highschool_below,5-10k,blue_collar,1.0845277875457926,71,audience,499.0,1,3
35-44,female,tier1,urban,highschool_below,5-10k,blue_collar,1.0845277875457926,71,audience,499.0,2,1
55-64,female,tier2,urban,college,<5k,blue_collar,0.8999292594225803,72,audience,499.0,0,2
55-64,female,tier2,urban,college,<5k,blue_collar,0.8999292594225803,72,audience,499.0,1,3
55-64,female,tier2,urban,college,<5k,blue_collar,0.8999292594225803,72,audience,499.0,2,0
45-54,female,tier1,urban,highschool_below,<5k,service,1.0346296025484258,73,audience,499.0,0,1
45-54,female,tier1,urban,highschool_below,<5k,service,1.0346296025484258,73,audience,499.0,1,3
45-54,female,tier1,urban,highschool_below,<5k,service,1.0346296025484258,73,audience,499.0,2,1
25-34,male,tier1,urban,bachelor,10-20k,professional,0.9234783005849596,74,audience,499.0,0,0
25-34,male,tier1,urban,bachelor,10-20k,professional,0.9234783005849596,74,audience,499.0,1,2
25-34,male,tier1,urban,bachelor,10-20k,professional,0.9234783005849596,74,audience,499.0,2,0
55-64,female,tier2,urban,highschool_below,<5k,service,0.9405838647848116,75,audience,499.0,0,1
55-64,female,tier2,urban,highschool_below,<5k,service,0.9405838647848116,75,audience,499.0,1,2
55-64,female,tier2,urban,highschool_below,<5k,service,0.9405838647848116,75,audience,499.0,2,3
25-34,male,tier1,urban,college,5-10k,service,1.0126042227204253,76,audience,499.0,0,2
25-34,male,tier1,urban,college,5-10k,service,1.0126042227204253,76,audience,499.0,1,3
25-34,male,tier1,urban,college,5-10k,service,1.0126042227204253,76,audience,499.0,2,1
45-54,male,tier2,urban,highschool_below,<5k,service,0.9926507355915684,77,audience,499.0,0,3
45-54,male,tier2,urban,highschool_below,<5k,service,0.9926507355915684,77,audience,499.0,1,3
45-54,male,tier2,urban,highschool_below,<5k,service,0.9926507355915684,77,audience,499.0,2,3
35-44,female,tier2,rural,highschool_below,5-10k,blue_collar,1.0033626398425468,78,audience,499.0,0,1
35-44,female,tier2,rural,highschool_below,5-10k,blue_collar,1.0033626398425468,78,audience,499.0,1,1
35-44,female,tier2,rural,highschool_below,5-10k,blue_collar,1.0033626398425468,78,audience,499.0,2,2
55-64,male,tier2,urban,highschool_below,<5k,blue_collar,0.971471616961324,79,audience,499.0,0,2
55-64,male,tier2,urban,highschool_below,<5k,blue_collar,0.971471616961324,79,audience,499.0,1,3
55-64,male,tier2,urban,highschool_below,<5k,blue_collar,0.971471616961324,79,audience,499.0,2,1
65+,female,tier2,urban,college,10-20k,retired,0.8199136492994085,80,audience,499.0,0,2
65+,female,tier2,urban,college,10-20k,retired,0.8199136492994085,80,audience,499.0,1,3
65+,female,tier2,urban,college,10-20k,retired,0.8199136492994085,80,audience,499.0,2,0
45-54,male,tier1,urban,highschool_below,<5k,blue_collar,1.0686057145725365,81,audience,499.0,0,2
45-54,male,tier1,urban,highschool_below,<5k,blue_collar,1.0686057145725365,81,audience,499.0,1,3
45-54,male,tier1,urban,highschool_below,<5k,blue_collar,1.0686057145725365,81,audience,499.0,2,0
55-64,male,tier2,urban,highschool_below,<5k,blue_collar,0.971471616961324,82,audience,499.0,0,3
55-64,male,tier2,urban,highschool_below,<5k,blue_collar,0.971471616961324,82,audience,499.0,1,2
55-64,male,tier2,urban,highschool_below,<5k,blue_collar,0.971471616961324,82,audience,499.0,2,3
65+,male,tier2,urban,highschool_below,<5k,retired,0.98086004379158,83,audience,499.0,0,3
65+,male,tier2,urban,highschool_below,<5k,retired,0.98086004379158,83,audience,499.0,1,1
65+,male,tier2,urban,highschool_below,<5k,retired,0.98086004379158,83,audience,499.0,2,2
35-44,female,tier2,urban,highschool_below,10-20k,student,1.0326782069987552,84,audience,499.0,0,3
35-44,female,tier2,urban,highschool_below,10-20k,student,1.0326782069987552,84,audience,499.0,1,2
35-44,female,tier2,urban,highschool_below,10-20k,student,1.0326782069987552,84,audience,499.0,2,2
55-64,female,tier2,urban,highschool_below,<5k,blue_collar,0.9568628870075708,85,audience,499.0,0,2
55-64,female,tier2,urban,highschool_below,<5k,blue_collar,0.9568628870075708,85,audience,499.0,1,2
55-64,female,tier2,urban,highschool_below,<5k,blue_collar,0.9568628870075708,85,audience,499.0,2,2
25-34,male,tier1,rural,highschool_below,<5k,service,1.010524837938572,86,audience,499.0,0,1
25-34,male,tier1,rural,highschool_below,<5k,service,1.010524837938572,86,audience,499.0,1,2
25-34,male,tier1,rural,highschool_below,<5k,service,1.010524837938572,86,audience,499.0,2,1
45-54,male,tier1,urban,highschool_below,<5k,service,1.0504256216761567,87,audience,499.0,0,3
45-54,male,tier1,urban,highschool_below,<5k,service,1.0504256216761567,87,audience,499.0,1,3
45-54,male,tier1,urban,highschool_below,<5k,service,1.0504256216761567,87,audience,499.0,2,3
35-44,male,tier1,urban,bachelor,<5k,service,1.1022943120094442,88,audience,499.0,0,1
35-44,male,tier1,urban,bachelor,<5k,service,1.1022943120094442,88,audience,499.0,1,2
35-44,male,tier1,urban,bachelor,<5k,service,1.1022943120094442,88,audience,499.0,2,3
55-64,female,tier2,urban,postgrad,<5k,blue_collar,1.0258343556521066,89,audience,499.0,0,2
55-64,female,tier2,urban,postgrad,<5k,blue_collar,1.0258343556521066,89,audience,499.0,1,1
55-64,female,tier2,urban,postgrad,<5k,blue_collar,1.0258343556521066,89,audience,499.0,2,2
55-64,female,tier1,urban,highschool_below,<5k,service,0.9953283219161118,90,audience,499.0,0,2
55-64,female,tier1,urban,highschool_below,<5k,service,0.9953283219161118,90,audience,499.0,1,2
55-64,female,tier1,urban,highschool_below,<5k,service,0.9953283219161118,90,audience,499.0,2,3
18-24,female,tier1,urban,bachelor,<5k,blue_collar,1.0943570374178777,91,audience,499.0,0,1
18-24,female,tier1,urban,bachelor,<5k,blue_collar,1.0943570374178777,91,audience,499.0,1,3
18-24,female,tier1,urban,bachelor,<5k,blue_collar,1.0943570374178777,91,audience,499.0,2,1
65+,male,tier2,urban,highschool_below,<5k,retired,0.98086004379158,92,audience,499.0,0,2
65+,male,tier2,urban,highschool_below,<5k,retired,0.98086004379158,92,audience,499.0,1,2
65+,male,tier2,urban,highschool_below,<5k,retired,0.98086004379158,92,audience,499.0,2,2
65+,male,tier1,urban,college,<5k,retired,0.9761904240511148,93,audience,499.0,0,3
65+,male,tier1,urban,college,<5k,retired,0.9761904240511148,93,audience,499.0,1,3
65+,male,tier1,urban,college,<5k,retired,0.9761904240511148,93,audience,499.0,2,2
45-54,male,tier2,urban,highschool_below,<5k,service,0.9926507355915684,94,audience,499.0,0,2
45-54,male,tier2,urban,highschool_below,<5k,service,0.9926507355915684,94,audience,499.0,1,2
45-54,male,tier2,urban,highschool_below,<5k,service,0.9926507355915684,94,audience,499.0,2,2
25-34,male,tier2,urban,highschool_below,<5k,student,1.1557789200545308,95,audience,499.0,0,3
25-34,male,tier2,urban,highschool_below,<5k,student,1.1557789200545308,95,audience,499.0,1,3
25-34,male,tier2,urban,highschool_below,<5k,student,1.1557789200545308,95,audience,499.0,2,2
